id,firstName,lastName,house,street,city,state,zip,prod,tag
2394,David,Klein,33,Ozwoj Lane,Badigso,WY,69802,Laptop,WHITE
2395,Millie,Owens,42,Iwonu Path,Giwahvif,WA,12076,Tablet,WHITE
2396,Rosalie,Padilla,64,Jeaw Square,Cutecod,MA,06200,Desktop,WHITE
2397,Phillip,Stokes,38,Wewgug Mill,Cizvaeda,MT,54743,Misc,WHITE
2398,Olga,McLaughlin,49,Lolzu Grove,Rotpemluz,NV,37908,Misc,YELLOW
2399,Ronald,Ross,52,Dihesa Park,Wekgahave,FL,40887,Laptop,RED
2400,Jorge,Mitchell,54,Azoid Square,Caspefac,AZ,80180,Desktop,GREEN
2401,Julian,Lewis,47,Vipta Court,Purisbuz,GA,93321,Tablet,RED
2402,Beulah,Graham,54,Fodjoh Grove,Akjizse,NJ,19581,Misc,WHITE
2403,Virgie,Jacobs,59,Tewiv View,Kodasoh,TX,34456,Desktop,BLUE
2404,Sally,Stone,59,Passa Court,Taelare,NJ,87673,Tablet,YELLOW
2405,Victor,Gordon,49,Afnec Mill,Lazkegcum,GA,70985,Laptop,YELLOW
2406,Lillie,Adams,47,Omopo River,Bapoij,IN,50269,Phone,BLUE
2407,Alberta,McKenzie,37,Hivu Circle,Leevuvuz,CA,87061,Phone,GREEN
2408,Janie,Gutierrez,64,Mano Parkway,Karacuca,MT,23777,Misc,RED
2409,Theresa,Webb,49,Irjek Pass,Pevarem,NV,51065,Phone,WHITE
2410,Stella,Moss,31,Lezuh Plaza,Edehudi,NE,13700,Misc,GREEN
2411,Theresa,Lindsey,63,Ajwi Boulevard,Bapnire,GA,02780,Tablet,YELLOW
2412,Jared,Murphy,51,Tekne Heights,Usvipko,SC,38616,Misc,WHITE
2413,Brandon,Rios,57,Avurem Avenue,Toleza,AR,81107,Laptop,RED
2414,Lela,Barnett,44,Sozo Manor,Apipan,SC,36912,Desktop,GREEN
2415,Albert,Cobb,55,Gitodo Park,Wiphajut,IA,04140,Tablet,YELLOW
2416,Lucile,Walker,34,Ohra Boulevard,Vubilvan,AL,91729,Laptop,YELLOW
2417,Ernest,Sanchez,59,Sutew Point,Sigzifo,KY,55657,Tablet,BLUE
2418,Ella,McLaughlin,60,Serud Plaza,Jicauc,WA,95482,Tablet,WHITE
2419,Carolyn,Gross,51,Fiwcis Path,Sazawa,RI,74835,Laptop,BLUE
2420,Hunter,Cruz,27,Tutlof Boulevard,Nifesov,CT,62540,Phone,BLUE
2421,Eunice,Gordon,56,Rikzog Court,Pilimuw,NV,30729,Misc,BLUE
2422,Alma,Lambert,43,Copla Park,Ollacsor,MA,29286,Tablet,RED
2423,Bertie,Powers,63,Edereg Court,Kawzisesa,AK,56212,Phone,WHITE
2424,Mattie,Luna,23,Kedpa Plaza,Ewikollaj,TN,43061,Misc,WHITE
2425,Fred,Clark,52,Jeba Circle,Rubvuni,OH,47170,Misc,RED
2426,May,Thompson,64,Midje Extension,Mapouv,AK,79825,Desktop,WHITE
2427,Callie,Long,58,Dewod Place,Sigehuheg,FL,28710,Laptop,YELLOW
2428,Ray,Osborne,31,Fidad Place,Buztaskov,ID,20639,Misc,WHITE
2429,Ollie,Richards,55,Kumdak Avenue,Tohagati,NH,84562,Misc,BLUE
2430,Jeremy,Harrison,44,Sizip Pike,Someaj,MO,95827,Phone,RED
2431,Ann,Newman,25,Aldeg Highway,Fiefubo,KY,97971,Laptop,GREEN
2432,Stephen,Turner,45,Nuhig Center,Awritwo,MS,18996,Tablet,WHITE
2433,Ralph,Knight,60,Epohib Court,Jirezfi,NE,11657,Laptop,YELLOW
2434,Thomas,Luna,29,Mook River,Irootage,WI,96594,Phone,WHITE
2435,Iva,Miles,47,Vele Park,Rezicze,MD,51311,Misc,BLUE
2436,Loretta,Blake,26,Kalo River,Doitolot,OK,30662,Misc,WHITE
2437,Elizabeth,Fitzgerald,60,Pamog Manor,Haehbuz,PA,02665,Desktop,GREEN
2438,Susan,Marsh,29,Vavla Ridge,Rugugpan,VT,05762,Misc,WHITE
2439,Sam,Baldwin,20,Cegi Square,Pibonsi,RI,66497,Misc,YELLOW
2440,Helen,Casey,32,Ajiake Heights,Doskazi,FL,60934,Laptop,BLUE
2441,Michael,Haynes,40,Rommos View,Cavrosak,OH,62346,Phone,GREEN
2442,Millie,Gomez,53,Gifhuf View,Hajtifzok,FL,57669,Laptop,GREEN
2443,Hilda,Castro,24,Leti Drive,Vaperope,PA,91376,Laptop,GREEN
2444,Susie,Griffith,37,Geti Way,Luhajbo,DE,18612,Laptop,RED
2445,Jayden,Ramirez,32,Tette Court,Wotapa,IN,51758,Misc,YELLOW
2446,Maude,Arnold,30,Ulape Mill,Tanpogga,PA,63916,Desktop,YELLOW
2447,Catherine,Harper,55,Mafhaw Plaza,Nehvapjum,MS,85952,Desktop,YELLOW
2448,Hettie,Welch,51,Ubore Key,Ocfugoso,IA,29414,Misc,YELLOW
2449,Barry,Johnson,47,Rekro Square,Dowjiwin,MT,65513,Tablet,GREEN
2450,Gavin,Estrada,40,Dewged Center,Pairace,WI,06500,Misc,GREEN
2451,Ruby,Tyler,39,Ipzij Pike,Buomoim,CO,48730,Desktop,WHITE
2452,Caleb,Leonard,43,Oloiri Terrace,Fugbiku,CA,60581,Laptop,BLUE
2453,Adelaide,McGuire,29,Nabi Parkway,Simipu,DC,23865,Misc,BLUE
2454,Elnora,Quinn,63,Lurkij Heights,Zaklaliz,NV,00193,Phone,GREEN
2455,Chester,Wade,55,Tuca Highway,Ceguwu,FL,15082,Laptop,GREEN
2456,Jeremy,Elliott,59,Asabov Boulevard,Ofocajo,NY,29693,Tablet,GREEN
2457,Rosetta,Brooks,62,Zorlos Loop,Wutozuci,NV,46905,Tablet,GREEN
2458,Erik,Barton,56,Ennop View,Winipavo,LA,49742,Tablet,GREEN
2459,Leonard,McGee,58,Hiva Loop,Kimiluf,MA,70970,Desktop,WHITE
2460,Martha,Ortiz,48,Dannel Trail,Fuvtulfu,OH,24243,Phone,RED
2461,Fred,Baldwin,25,Wose Key,Kupiub,DE,10174,Misc,RED
2462,Mollie,Ford,64,Wasjif Parkway,Ithizow,KY,92882,Tablet,BLUE
2463,Matthew,Love,19,Bahba Extension,Fogwunfo,IL,72176,Misc,GREEN
2464,Pearl,Wilkerson,51,Gavda View,Idmezvir,NM,32318,Desktop,BLUE
2465,Alfred,Fuller,48,Pumkis Turnpike,Oladojef,PA,08062,Tablet,GREEN
2466,Herman,Bennett,49,Tiblab Road,Wenvidu,WA,61545,Tablet,RED
2467,Amelia,Baker,64,Tahir Court,Jamiri,MI,84965,Misc,GREEN
2468,Rose,Silva,49,Buppi Terrace,Rabciki,OR,93567,Misc,YELLOW
2469,Olivia,Tran,49,Zibliv Lane,Gunogoc,MD,87692,Tablet,YELLOW
2470,Lula,Pearson,23,Vojtu Extension,Vojrapef,OK,61104,Desktop,WHITE
2471,Carolyn,Santos,44,Himmet Way,Ahanocte,OH,04756,Phone,WHITE
2472,Carlos,Hayes,59,Vaer Junction,Rurwudle,IA,77530,Laptop,RED
2473,Myrtie,Stephens,42,Nompaj Boulevard,Tacondis,MT,60200,Tablet,WHITE
2474,Mittie,Rodriguez,53,Ugaki Ridge,Bofbehom,IL,28522,Phone,YELLOW
2475,Henrietta,Mack,31,Huzig Path,Comesluh,NJ,22830,Phone,WHITE
2476,Amy,Cortez,42,Lafemo View,Zaziruse,KY,99458,Tablet,RED
2477,Dennis,Burton,34,Gooma Lane,Lowirad,AK,21737,Laptop,WHITE
2478,Sean,Owens,49,Jojlef Trail,Pubgatre,NV,80723,Desktop,WHITE
2479,Leroy,Schwartz,65,Orofe Manor,Vodtapzag,TX,08083,Desktop,YELLOW
2480,Tyler,Harrington,41,Kohdij Mill,Ohgigeh,HI,48184,Laptop,YELLOW
2481,Phoebe,French,51,Zilaz Highway,Puticohe,GA,70386,Misc,RED
2482,Beatrice,Campbell,54,Kire Center,Hazakej,MD,07685,Phone,WHITE
2483,Seth,Singleton,25,Irihic Grove,Validas,NH,43074,Phone,RED
2484,Manuel,Ball,28,Cimo Extension,Powbohuw,WV,92273,Misc,GREEN
2485,Lou,George,57,Ujma Street,Kiucafim,MT,93562,Laptop,BLUE
2486,Connor,Craig,30,Foja Key,Lihuzfa,ME,97272,Laptop,GREEN
2487,Ralph,Stone,25,Zozi Pass,Efwojsu,NY,60023,Phone,YELLOW
2488,Christopher,Steele,30,Peiku Road,Cuherono,OK,21463,Phone,YELLOW
2489,Jacob,Stevenson,55,Kisuk Path,Gaduhza,PA,55913,Tablet,GREEN
2490,Jesse,Holt,28,Aslu Loop,Dagcaul,WI,42426,Laptop,WHITE
2491,Clifford,Hawkins,51,Jotca Parkway,Vovroma,NM,26986,Misc,RED
2492,Charlotte,Walker,50,Sigbah Street,Jacenbun,CT,16816,Misc,RED
2493,Theodore,Nguyen,50,Jebi Heights,Iknoluf,FL,06086,Desktop,GREEN
2494,Frederick,Tyler,50,Pojug Junction,Jokarzi,RI,28736,Laptop,RED
2495,Harriett,Ford,38,Fulre Terrace,Coaspi,ID,35729,Tablet,YELLOW
2496,Nathaniel,Perkins,54,Wedzu Manor,Rujlewogo,DE,63740,Tablet,WHITE
2497,Donald,Marshall,37,Megze Parkway,Jahvewel,TN,03645,Misc,WHITE
2498,Viola,Johnston,45,Sone Turnpike,Ajettig,WI,77841,Tablet,BLUE
2499,Brian,May,63,Delcak Terrace,Wupijoh,CA,93565,Desktop,WHITE
2500,Augusta,Scott,21,Bapza Path,Wueclu,KY,65255,Tablet,GREEN
2501,Cole,Robinson,36,Otke Mill,Poffawa,MN,41474,Laptop,YELLOW
2502,Christian,Goodwin,26,Icew Terrace,Cobrudor,KS,37943,Laptop,GREEN
2503,Brian,Chavez,43,Defiv Pass,Teemigi,HI,31717,Tablet,BLUE
2504,Alta,Tate,53,Zasep Drive,Jebmuged,ME,51573,Misc,RED
2505,Alma,Fitzgerald,35,Jaere Heights,Bernore,AK,53508,Phone,RED
2506,Emily,Gilbert,54,Lekwa Place,Avhetaj,LA,03204,Misc,GREEN
2507,Mike,Chambers,60,Okewow Terrace,Bojtuna,NH,99702,Tablet,GREEN
2508,Vernon,Crawford,23,Osodej Circle,Sidtasiz,MS,13478,Desktop,WHITE
2509,Margaret,Wood,18,Rugsib Place,Omucowal,GA,71646,Laptop,BLUE
2510,Hunter,Freeman,33,Numfu Lane,Dusuvoupe,NE,49144,Misc,YELLOW
2511,Logan,McGee,47,Dalvu Junction,Rijolso,NH,35892,Phone,BLUE
2512,Jared,Leonard,55,Dabeb Mill,Kafpauz,OK,17567,Misc,GREEN
2513,Lucille,Hamilton,55,Cagut Grove,Hoviwtu,TN,38390,Phone,RED
2514,Elnora,Spencer,50,Fizor Plaza,Gifowiv,WA,18643,Laptop,WHITE
2515,Jimmy,Buchanan,48,Nifuz Center,Zuozem,OH,42693,Tablet,YELLOW
2516,Shane,Harris,63,Besuwe View,Alomilet,ME,00894,Misc,RED
2517,Gerald,Barker,64,Wonak Way,Jarime,AK,08975,Laptop,RED
2518,Gordon,Barker,63,Joac Loop,Sogehu,DC,67016,Tablet,YELLOW
2519,Ricardo,Allen,32,Fopo Plaza,Doghoziz,CA,98617,Laptop,WHITE
2520,Tillie,Weber,61,Revug Mill,Mivluuw,MS,37946,Misc,BLUE
2521,Lulu,George,26,Ikezel River,Zounsa,MI,81971,Misc,GREEN
2522,Lucy,Perkins,20,Keev Drive,Gubipi,NV,72301,Tablet,YELLOW
2523,Marc,Bryan,33,Obhep Heights,Gaakate,TX,71889,Desktop,BLUE
2524,Estelle,Hart,62,Ibavo Square,Zamhiriz,NV,44337,Laptop,WHITE
2525,Dylan,May,25,Gifla Park,Iraubiut,NV,50625,Desktop,RED
2526,Terry,Potter,53,Usecaz River,Asanarvu,WY,48423,Laptop,BLUE
2527,Juan,Castro,48,Sonhu Drive,Gozcecu,MN,53703,Desktop,YELLOW
2528,Danny,Hampton,42,Opuvu Boulevard,Letaihu,IL,79248,Phone,YELLOW
2529,Anthony,Lee,24,Jutelo Terrace,Likitoli,KS,24986,Tablet,WHITE
2530,Mabel,Lamb,36,Pajsi Trail,Mifwechem,MN,85558,Desktop,RED
2531,Jeanette,Snyder,41,Nuivo Court,Zipwine,MI,34868,Desktop,GREEN
2532,Bernice,Kelly,43,Ujli Junction,Viraih,ND,08131,Tablet,GREEN
2533,Myrtle,Goodwin,23,Nolif Grove,Fartuzvo,GA,09666,Phone,YELLOW
2534,Alta,Fitzgerald,42,Wuflij Loop,Vaawiro,NH,72678,Misc,BLUE
2535,Mamie,Ray,39,Ilwen Avenue,Hacadhim,ME,82446,Laptop,BLUE
2536,Roxie,Reid,62,Vuzu Trail,Anietabi,AR,92580,Tablet,WHITE
2537,Chad,Robbins,33,Puvud Court,Vuvimru,IA,35048,Misc,BLUE
2538,Hester,Watkins,31,Otre Turnpike,Hujucto,NE,37995,Laptop,YELLOW
2539,Julia,Ramos,34,Vedpo Lane,Nelamiga,OH,46997,Phone,YELLOW
2540,Landon,Allen,18,Pildi Center,Ogoorku,VA,41175,Desktop,GREEN
2541,Della,Rivera,39,Vutir Place,Mumvotzu,OH,28707,Phone,GREEN
2542,Emilie,Sanchez,65,Tidopa Way,Sozmini,MD,23014,Laptop,GREEN
2543,Norman,Lowe,39,Tuut Pike,Rejceba,NH,87175,Tablet,YELLOW
2544,Adrian,Nunez,25,Vasru Glen,Duzapuh,WI,72022,Phone,WHITE
2545,Ruby,Simmons,61,Bajuzi Junction,Kokbesko,NC,34782,Desktop,WHITE
2546,Rachel,Barton,18,Vaera Glen,Siofojum,DE,83527,Misc,WHITE
2547,Rachel,Bradley,52,Vulna Path,Basnikli,NM,28645,Misc,WHITE
2548,Alvin,Burns,59,Fodmos River,Abzicdi,AL,10641,Phone,RED
2549,Lily,Welch,27,Ziwo Drive,Narozu,AZ,12694,Tablet,RED
2550,Mattie,Cruz,50,Jawmi Terrace,Geifebi,VA,79926,Tablet,GREEN
2551,Georgie,Hunt,37,Madfut Pike,Agnafe,AZ,09626,Misc,YELLOW
2552,Derek,Boone,41,Cepne Court,Irbucov,WI,44755,Tablet,GREEN
2553,Grace,Moreno,20,Kaor Ridge,Mohsevo,NH,11418,Phone,BLUE
2554,Georgie,Cobb,44,Ubsa Place,Folkukda,WY,58907,Phone,RED
2555,Lee,Harmon,21,Azupa Key,Tufdujfir,MA,78656,Tablet,YELLOW
2556,Kathryn,Scott,48,Valo Lane,Mesuwu,SD,73623,Desktop,RED
2557,Ora,Hogan,33,Dijat Manor,Cilfogsi,CT,17652,Misc,GREEN
2558,Alma,Wilson,63,Ivodaf River,Wuhovuraf,AZ,64727,Laptop,GREEN
2559,Hester,Caldwell,36,Omuto Pike,Vosocho,IA,34011,Phone,YELLOW
2560,Mark,McCormick,19,Jicnij Road,Locovi,NY,75445,Desktop,RED
2561,Laura,Jefferson,61,Vase Circle,Laifese,IA,97783,Misc,RED
2562,Nannie,Lambert,33,Rugez Park,Ojiltaz,DE,02965,Tablet,YELLOW
2563,Nettie,Bowers,24,Hoasi Lane,Komfepot,DC,33331,Desktop,GREEN
2564,Jerry,Chapman,29,Kegkuk Pass,Zivpafa,ME,78312,Misc,YELLOW
2565,Mamie,Perkins,39,Dius Point,Nitfoges,IL,46471,Laptop,RED
2566,Ida,Clarke,25,Mokaw Park,Sivugwin,MS,28133,Tablet,GREEN
2567,Mabelle,Jennings,41,Ekzo Drive,Uhhibeso,SC,93575,Phone,RED
2568,Todd,Mullins,50,Podep Plaza,Fitasbug,AR,20346,Misc,RED
2569,Kevin,Gordon,60,Urahu Avenue,Itozovde,AR,91075,Phone,RED
2570,Justin,Ford,21,Nuri Pass,Veubasa,WA,47239,Tablet,GREEN
2571,Betty,Brock,59,Pusno Pike,Pubiapi,WI,83013,Desktop,RED
2572,Joe,Torres,60,Titi Highway,Apdowhi,KS,08594,Phone,YELLOW
2573,Sally,Alexander,19,Nuhon Mill,Biatpif,ND,56138,Laptop,RED
2574,Aaron,Zimmerman,32,Ruthiz View,Doabmib,KY,95366,Desktop,RED
2575,Catherine,Henderson,39,Debjif Boulevard,Lekubipu,ND,47181,Phone,RED
2576,Hannah,Thompson,63,Esubuf Circle,Kaowsi,VA,31680,Phone,RED
2577,Randall,Fleming,19,Apahu Square,Wumbangaf,VT,20226,Phone,BLUE
2578,Adeline,Waters,58,Wudka Point,Ofudede,OR,75219,Misc,GREEN
2579,Steve,Holloway,50,Vikjuz Plaza,Tiwapfo,IL,22127,Phone,BLUE
2580,Danny,Sharp,31,Gege View,Tipekuzu,WA,20692,Tablet,RED
2581,Allie,Shelton,29,Irco Point,Sieloig,NV,24378,Tablet,RED
2582,Juan,Walker,63,Guuf River,Toregzo,UT,87867,Desktop,RED
2583,Joseph,Ramos,58,Pahguf Grove,Facaiga,WI,79426,Misc,YELLOW
2584,Steve,Miller,46,Dacaza Court,Nodnowziv,WY,56360,Misc,BLUE
2585,Jean,Strickland,21,Izerot Pike,Sezpurba,MS,28329,Desktop,YELLOW
2586,Sally,Davis,25,Pegfoj Loop,Amufoplo,LA,70514,Laptop,RED
2587,Ricky,Perry,25,Pepho Highway,Higwujilu,SD,69999,Misc,RED
2588,Anne,Crawford,28,Ozpe Parkway,Dahtabeda,RI,15174,Desktop,WHITE
2589,Lola,Flowers,59,Ivjo Pass,Sujavfab,WY,72498,Misc,RED
2590,Lettie,Gilbert,33,Faker Road,Forvofbas,MD,04567,Tablet,YELLOW
2591,Eric,Romero,44,Lies Drive,Havimozo,WI,99264,Phone,WHITE
2592,Luis,Hunter,42,Zabbiz Street,Gelesu,MN,89226,Misc,GREEN
2593,Isabelle,Tucker,65,Irfe Junction,Cefivbo,MS,18873,Phone,WHITE
2594,Harry,Holmes,36,Wewuj Pass,Puesoopu,NJ,21874,Laptop,WHITE
2595,Chad,Floyd,65,Labgaf Road,Caikre,UT,36571,Desktop,BLUE
2596,Sue,Higgins,51,Betik Place,Golmebap,DE,84600,Misc,GREEN
2597,Iva,Parks,44,Sulze Plaza,Micvorleb,HI,65830,Phone,GREEN
2598,Henrietta,Casey,61,Pillad Way,Rumrerit,WI,34616,Misc,GREEN
2599,Jeff,Reyes,63,Koca Center,Wahdibuc,IA,85950,Phone,WHITE
2600,Ethan,Garcia,24,Bofgu Glen,Uroneguw,LA,96937,Tablet,YELLOW
2601,Dora,King,45,Meseb Key,Lodgakag,ME,26765,Desktop,GREEN
2602,Lola,Jackson,40,Favoc Turnpike,Kunauve,NH,67935,Misc,GREEN
2603,Lydia,Nunez,23,Katir Parkway,Sawgozte,OK,16167,Phone,WHITE
2604,Andrew,McGuire,45,Wihuto Square,Jowkedu,AR,84429,Tablet,RED
2605,Eugene,Bowman,64,Ewlu Glen,Usanizar,ME,77359,Misc,WHITE
2606,Henrietta,McDaniel,64,Jihfu Street,Evlunlo,MA,22131,Phone,YELLOW
2607,Christina,Martin,46,Somku Boulevard,Bonoze,OK,83797,Desktop,YELLOW
2608,Adrian,Tate,42,Poado Terrace,Pozezvel,NJ,28261,Laptop,BLUE
2609,Terry,Townsend,47,Gazfi Lane,Devicji,IA,55085,Phone,WHITE
2610,Todd,Bennett,52,Bavlub Trail,Gonkogoz,DC,20600,Tablet,YELLOW
2611,Martha,Morrison,53,Levliv Grove,Ujophez,NV,07305,Laptop,YELLOW
2612,Lola,Ross,31,Unimiv Road,Ezliju,TX,99823,Phone,BLUE
2613,Nettie,Gonzales,29,Guzri Parkway,Iskikke,VA,55039,Misc,BLUE
2614,Micheal,Copeland,36,Ihid Grove,Upiwavhu,AL,31579,Tablet,GREEN
2615,Adrian,Oliver,53,Nuji Highway,Fardizo,MI,56939,Tablet,GREEN
2616,Ollie,Howard,27,Sablu Drive,Vazkarun,IA,55820,Tablet,GREEN
2617,Ann,Walker,50,Edtug Heights,Cawubig,MO,18036,Laptop,RED
2618,Danny,Ferguson,32,Curtu Way,Azvarsi,MS,36344,Phone,GREEN
2619,Hallie,Bowers,51,Cudre Key,Vublowme,CO,20413,Laptop,RED
2620,Eliza,Walker,42,Ovub Path,Cuujogi,SD,96084,Misc,YELLOW
2621,Katherine,Cannon,34,Maji Key,Pajothet,NY,62126,Desktop,GREEN
2622,Nettie,Gomez,20,Panrif Highway,Merecsej,CO,51812,Laptop,RED
2623,Antonio,Watkins,62,Imemik Extension,Tewowom,HI,38008,Laptop,BLUE
2624,Iva,Baker,49,Hemmi Lane,Tafuaca,KY,97031,Tablet,WHITE
2625,Rosalie,Massey,30,Omawuz Boulevard,Guruhar,NH,97241,Tablet,GREEN
2626,Ida,Wells,59,Wubu Highway,Gicila,HI,91935,Desktop,WHITE
2627,Etta,Long,43,Sabi Terrace,Vielpu,UT,26304,Misc,YELLOW
2628,Sophia,Blair,24,Neidi Turnpike,Ufmilced,FL,71682,Phone,WHITE
2629,Thomas,Gilbert,18,Hecgu Plaza,Kuognus,MA,22442,Tablet,GREEN
2630,Clayton,Rice,39,Geluz Terrace,Suvkimre,MA,39868,Laptop,YELLOW
2631,Beulah,Hunt,19,Ahade Square,Zugucter,WA,73143,Tablet,WHITE
2632,Loretta,Reynolds,34,Tewapu Turnpike,Kowlubav,NY,65150,Laptop,RED
2633,Vernon,Drake,51,Biuvu Square,Sojsehte,ME,78753,Desktop,YELLOW
2634,Rosetta,Hayes,38,Kuut Path,Dajejkoz,CT,26736,Laptop,GREEN
2635,Myrtie,Mann,30,Wujo Heights,Kobebur,OR,55836,Misc,BLUE
2636,George,Lewis,20,Reti Square,Vekfoiz,ID,37281,Laptop,GREEN
2637,Victoria,Sandoval,30,Ceco Glen,Rotciri,NJ,30160,Desktop,RED
2638,Leroy,Goodman,23,Ukpaf Boulevard,Saazuej,VT,02361,Misc,GREEN
2639,Viola,Morales,58,Bokesu Path,Gogiti,NJ,91945,Desktop,WHITE
2640,Eliza,Houston,32,Efgu Mill,Injeit,AZ,50473,Phone,GREEN
2641,Millie,Barnes,57,Rijtog Grove,Ovelipo,IA,52326,Tablet,RED
2642,Lloyd,Glover,63,Relef Extension,Sefzanlef,HI,49338,Laptop,YELLOW
2643,Myrtie,Maldonado,58,Gaap Grove,Voduene,NE,66840,Tablet,YELLOW
2644,David,Lawrence,56,Jakvo Extension,Ukwizij,ND,11529,Misc,WHITE
2645,Joel,Evans,49,Naav Point,Razeow,OH,91401,Misc,YELLOW
2646,Bernice,Alvarez,27,Atti Court,Raczijwot,VA,11178,Desktop,RED
2647,Myrtie,Douglas,26,Ozigu River,Gojnugdod,NJ,42780,Tablet,BLUE
2648,Richard,Lawson,24,Opeki Way,Unawedoh,MA,32039,Tablet,YELLOW
2649,Alta,Powers,35,Kohse Pike,Nugpoen,ND,17324,Tablet,GREEN
2650,Angel,Moody,21,Fihefe Circle,Cifapca,DE,56665,Tablet,WHITE
2651,Benjamin,Carson,41,Ajuse Drive,Vihmegbe,NM,33691,Phone,RED
2652,Winifred,Duncan,24,Agina Boulevard,Hubcutoh,VA,32990,Misc,BLUE
2653,Margaret,Marsh,34,Okvid Path,Luvuzsi,UT,02635,Laptop,WHITE
2654,Benjamin,Schneider,59,Dozor Path,Bulagiov,ND,98168,Laptop,YELLOW
2655,Alejandro,McCoy,25,Mefnej Center,Ewbotpe,MI,05252,Tablet,GREEN
2656,Rose,Ruiz,54,Eriji Path,Ezherke,MO,58094,Tablet,WHITE
2657,Jeff,Barton,48,Owumus Loop,Islejod,HI,16579,Tablet,BLUE
2658,Minerva,Schultz,57,Fobu Heights,Ziwrair,IL,42491,Misc,BLUE
2659,Shawn,Wright,37,Egiwin Center,Udobegkoc,TN,90052,Misc,WHITE
2660,Gabriel,Bryan,23,Sonimu Street,Noudaasi,FL,53451,Phone,WHITE
2661,Clayton,Cook,64,Ewivad Avenue,Ofejofec,NH,11827,Desktop,GREEN
2662,Lawrence,Harmon,30,Comu Glen,Coktulkel,SD,61679,Desktop,YELLOW
2663,Nellie,Smith,26,Jehdi Mill,Nuptutam,KY,31415,Desktop,WHITE
2664,Bettie,Blair,62,Lease Terrace,Mucmifa,AL,47226,Phone,BLUE
2665,Cory,Holloway,33,Zejor Park,Riwhutfuc,MT,39375,Tablet,GREEN
2666,Hilda,Peters,41,Nihoz Trail,Tibolab,KY,37947,Tablet,WHITE
2667,Jason,Cox,25,Tekafu Pass,Ininadnol,NJ,25570,Desktop,RED
2668,Alberta,Cain,46,Masvi Avenue,Weringi,LA,66502,Desktop,WHITE
2669,Susie,Snyder,34,Fiep Highway,Ebeevetu,AL,55648,Laptop,YELLOW
2670,Susie,Peterson,44,Ulajih Road,Fasimuv,MA,96422,Desktop,WHITE
2671,Christopher,Cooper,24,Afge Square,Gohucfu,MT,37156,Misc,GREEN
2672,Loretta,Bates,28,Teez Avenue,Zebameke,NV,15063,Tablet,YELLOW
2673,Laura,Rodriquez,56,Luhjad Street,Ajewukkop,NE,62560,Phone,BLUE
2674,Lucy,Lloyd,48,Voaba Junction,Omgumaz,DC,07493,Tablet,RED
2675,Beatrice,Lindsey,64,Botor Circle,Fohovuh,NJ,83885,Misc,GREEN
2676,Cole,Delgado,64,Nawi Ridge,Iluehiupi,MO,94108,Desktop,GREEN
2677,Lee,Underwood,27,Gocuz Lane,Feggekad,HI,45347,Laptop,BLUE
2678,Derek,Summers,32,Dadhap View,Curowbe,CA,14679,Misc,GREEN
2679,Jose,Silva,39,Mikbi Pike,Kugumlos,IN,22607,Laptop,YELLOW
2680,Mike,Carroll,65,Gofura Turnpike,Paccaba,NV,21529,Desktop,GREEN
2681,Mattie,Wise,26,Luov Grove,Jorere,TX,61035,Phone,WHITE
2682,Bobby,Townsend,52,Hegloc Street,Degugec,SD,45772,Phone,WHITE
2683,Victoria,Patterson,39,Awbi Key,Tujodna,IA,37210,Desktop,RED
2684,Connor,Owens,18,Wasin Drive,Zizciot,AZ,57337,Laptop,GREEN
2685,Stella,Estrada,46,Faluc Ridge,Kegluvpun,IN,99829,Laptop,BLUE
2686,Cody,Morgan,61,Epoih Street,Gijresoga,WA,15771,Laptop,YELLOW
2687,Danny,Bowers,58,Isdam Turnpike,Ziwzippu,MO,13052,Laptop,BLUE
2688,Mildred,Brooks,46,Wekpa Parkway,Dulomlas,DC,03084,Desktop,GREEN
2689,Kevin,Glover,19,Fimov Turnpike,Porugco,IN,50829,Misc,RED
2690,Ada,Page,46,Mecso Key,Anuvapja,AZ,33622,Tablet,RED
2691,Chris,White,65,Poine River,Ohipewtes,CT,45555,Phone,YELLOW
2692,Jesse,Holloway,26,Anofo Manor,Letoju,GA,74559,Laptop,YELLOW
2693,Delia,Harrison,38,Logve Manor,Cipnarof,LA,25061,Laptop,WHITE
2694,Jose,Reeves,53,Ukota Square,Rehcigno,NE,40252,Phone,BLUE
2695,Don,Santos,23,Abukek Junction,Vokohse,NJ,05505,Misc,RED
2696,Louise,Jennings,20,Fesib Street,Melavbuj,KY,66860,Laptop,BLUE
2697,Isabella,Clark,51,Rire Path,Zicpelage,NV,64196,Desktop,GREEN
2698,Leo,Wood,53,Zapu Avenue,Vazinak,MO,97531,Phone,GREEN
2699,Clyde,Medina,30,Widej Square,Sojobho,AL,24854,Laptop,WHITE
2700,Philip,Holland,40,Jorfu Turnpike,Lerili,OR,25956,Phone,YELLOW
2701,Manuel,Potter,40,Kemun Place,Jajifita,OK,30021,Desktop,WHITE
2702,Lettie,Ball,47,Reran Square,Kizbuabo,AR,77716,Laptop,BLUE
2703,Hunter,Higgins,38,Cudhib Lane,Liuhpaz,IL,73394,Desktop,GREEN
2704,Olga,Campbell,45,Pouwu Place,Nafkiwe,AL,82600,Tablet,GREEN
2705,Andre,Knight,28,Paesu Extension,Fatopa,MI,05034,Desktop,RED
2706,Andre,Jimenez,46,Zeka Court,Papima,MT,42123,Laptop,WHITE
